"Received
Posted","Operator Name
Number",Operator Contact,"Approved Date
API No.
(Scout Card Link)",Type of Permit,Well Name/Number,Objective Formation,Proposed TD,Well Location,Footage Call,Field,County
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45025-00",DR ,"Wake North
18 ",CODELL ,17705,NWSE 32 6N 65W,2272 FSL 2174 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45015-00",DR ,"Wake North
19 ",NIOBRARA ,17559,NWSE 32 6N 65W,2256 FSL 2174 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45026-00",DR ,"Wake North
1 ",NIOBRARA ,17890,NWSE 32 6N 65W,2543 FSL 2168 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45029-00",DR ,"Wake North
2 ",NIOBRARA ,17796,NWSE 32 6N 65W,2527 FSL 2168 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45022-00",DR ,"Wake North
6 ",CODELL ,17782,NWSE 32 6N 65W,2463 FSL 2169 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45017-00",DR ,"Wake North
8 ",NIOBRARA ,17556,NWSE 32 6N 65W,2431 FSL 2170 FEL,"WATTENBERG
90750 ",WELD 
"02/23/2017
03/03/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45012-00",DR ,"Wake North
9 ",CODELL ,17716,NWSE 32 6N 65W,2416 FSL 2171 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45014-00",DR ,"Wake North
15 ",NIOBRARA ,17659,NWSE 32 6N 65W,2320 FSL 2173 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45009-00",DR ,"Wake North
21 ",NIOBRARA ,17798,NWSE 32 6N 65W,2224 FSL 2175 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45013-00",DR ,"Wake North
10 ",NIOBRARA ,17533,NWSE 32 6N 65W,2400 FSL 2171 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45023-00",DR ,"Wake North
11 ",NIOBRARA ,17517,NWSE 32 6N 65W,2384 FSL 2171 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45024-00",DR ,"Wake North
12 ",NIOBRARA ,17676,NWSE 32 6N 65W,2368 FSL 2172 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45011-00",DR ,"Wake North
16 ",NIOBRARA ,17501,NWSE 32 6N 65W,2304 FSL 2173 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45008-00",DR ,"Wake North
20 ",NIOBRARA ,17577,NWSE 32 6N 65W,2240 FSL 2174 FEL,"WATTENBERG
90750 ",WELD 
"01/12/2017
01/23/2017","EXTRACTION OIL & GAS INC
10459 ","Alyssa Andrews 
(720) 481-2379 ","06/23/2017
05-123-45021-00",DR ,"Wake North
22 ",NIOBRARA ,17663,NWSE 32 6N 65W,2208 FSL 2175 FEL,"WATTENBERG
90750 ",WELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23584-00",DR ,"CHEVRON
TR 514-33-597 ","ILES, WILLIAMS FORK ",9252,NESE 32 5S 97W,2010 FSL 523 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23579-00",DR ,"CHEVRON
TR 432-32-597 ",WILLIAMS FORK ,9251,NESE 32 5S 97W,2064 FSL 495 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23594-00",DR ,"CHEVRON
TR 33-32-597 ",WILLIAMS FORK ,9054,NESE 32 5S 97W,2046 FSL 508 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23578-00",DR ,"CHEVRON
TR 533-32-597 ",WILLIAMS FORK ,9019,NESE 32 5S 97W,2028 FSL 522 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23581-00",DR ,"CHEVRON
TR 334-32-597 ","ILES, WILLIAMS FORK ",9080,NESE 32 5S 97W,2016 FSL 531 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23588-00",DR ,"CHEVRON
TR 434-32-597 ",WILLIAMS FORK ,9120,NESE 32 5S 97W,2010 FSL 535 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23583-00",DR ,"CHEVRON
TR 534-32-597 ","ILES, WILLIAMS FORK ",9280,NESE 32 5S 97W,2004 FSL 527 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23577-00",DR ,"CHEVRON
TR 13-33-597 ",WILLIAMS FORK ,9067,NESE 32 5S 97W,2052 FSL 491 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23595-00",DR ,"CHEVRON
TR 313-33-597 ",ILES ,9044,NESE 32 5S 97W,2046 FSL 496 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23592-00",DR ,"CHEVRON
TR 532-32-597 ",ILES ,9111,NESE 32 5S 97W,2052 FSL 504 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23594-00",DR ,"CHEVRON
TR 33-32-597 ",ILES ,9054,NESE 32 5S 97W,2046 FSL 508 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23593-00",DR ,"CHEVRON
TR 333-32-597 ",ILES ,9025,NESE 32 5S 97W,2040 FSL 513 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23591-00",DR ,"CHEVRON
TR 433-32-597 ",WILLIAMS FORK ,9013,NESE 32 5S 97W,2034 FSL 517 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23588-00",DR ,"CHEVRON
TR 434-32-597 ",ILES ,9120,NESE 32 5S 97W,2010 FSL 535 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23595-00",DR ,"CHEVRON
TR 313-33-597 ",WILLIAMS FORK ,9044,NESE 32 5S 97W,2046 FSL 496 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23590-00",DR ,"CHEVRON
TR 513-33-597 ",ILES ,9052,NESE 32 5S 97W,2034 FSL 505 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23589-00",DR ,"CHEVRON
TR 314-33-597 ",WILLIAMS FORK ,9111,NESE 32 5S 97W,2022 FSL 514 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23585-00",DR ,"CHEVRON
TR 32-32-597 ","ILES, WILLIAMS FORK ",9176,NESE 32 5S 97W,2058 FSL 499 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23591-00",DR ,"CHEVRON
TR 433-32-597 ",ILES ,9013,NESE 32 5S 97W,2034 FSL 517 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23576-00",DR ,"CHEVRON
TR 34-32-597 ",ILES ,9039,NESE 32 5S 97W,2022 FSL 526 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23587-00",DR ,"CHEVRON
TR 512-33-597 ","ILES, WILLIAMS FORK ",9099,NESE 32 5S 97W,2058 FSL 487 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23586-00",DR ,"CHEVRON
TR 413-33-597 ",WILLIAMS FORK ,9028,NESE 32 5S 97W,2040 FSL 500 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23582-00",DR ,"CHEVRON
TR 14-33-597 ","ILES, WILLIAMS FORK ",9078,NESE 32 5S 97W,2028 FSL 509 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23589-00",DR ,"CHEVRON
TR 314-33-597 ",ILES ,9111,NESE 32 5S 97W,2022 FSL 514 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23580-00",DR ,"CHEVRON
TR 414-33-597 ",WILLIAMS FORK ,9173,NESE 32 5S 97W,2016 FSL 518 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23579-00",DR ,"CHEVRON
TR 432-32-597 ",ILES ,9251,NESE 32 5S 97W,2064 FSL 495 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23592-00",DR ,"CHEVRON
TR 532-32-597 ",WILLIAMS FORK ,9111,NESE 32 5S 97W,2052 FSL 504 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23593-00",DR ,"CHEVRON
TR 333-32-597 ",WILLIAMS FORK ,9025,NESE 32 5S 97W,2040 FSL 513 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23578-00",DR ,"CHEVRON
TR 533-32-597 ",ILES ,9019,NESE 32 5S 97W,2028 FSL 522 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23576-00",DR ,"CHEVRON
TR 34-32-597 ",WILLIAMS FORK ,9039,NESE 32 5S 97W,2022 FSL 526 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23577-00",DR ,"CHEVRON
TR 13-33-597 ",ILES ,9067,NESE 32 5S 97W,2052 FSL 491 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23586-00",DR ,"CHEVRON
TR 413-33-597 ",ILES ,9028,NESE 32 5S 97W,2040 FSL 500 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23590-00",DR ,"CHEVRON
TR 513-33-597 ",WILLIAMS FORK ,9052,NESE 32 5S 97W,2034 FSL 505 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/15/2017
05/25/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/23/2017
05-045-23580-00",DR ,"CHEVRON
TR 414-33-597 ",ILES ,9173,NESE 32 5S 97W,2016 FSL 518 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"12/20/2016
01/05/2017","WARD PETROLEUM CORPORATION
10359 ","Andrea Gross 
(303) 942-0506 ","06/23/2017
05-001-09834-00",DR ,"Todd Creek Farms
14-4-5HC ",CODELL ,12518,SWNW 14 1S 67W,1642 FNL 331 FWL,"WATTENBERG
90750 ",ADAMS 
"12/20/2016
01/05/2017","WARD PETROLEUM CORPORATION
10359 ","Andrea Gross 
(303) 942-0506 ","06/23/2017
05-001-09835-00",DR ,"Todd Creek Farms
14-4-3HC ",CODELL ,12558,SWNW 14 1S 67W,1614 FNL 342 FWL,"WATTENBERG
90750 ",ADAMS 
"12/20/2016
01/05/2017","WARD PETROLEUM CORPORATION
10359 ","Andrea Gross 
(303) 942-0506 ","06/23/2017
05-001-09836-00",DR ,"Todd Creek Farms
14-4-4HN ",NIOBRARA ,12320,SWNW 14 1S 67W,1628 FNL 337 FWL,"WATTENBERG
90750 ",ADAMS 
"12/20/2016
01/11/2017","WARD PETROLEUM CORPORATION
10359 ","Andrea Gross 
(303) 946-0506 ","06/23/2017
05-001-09837-00",DR ,"Todd Creek Farms
14-4-6HN ",NIOBRARA ,12335,SWNW 14 1S 67W,1656 FNL 326 FWL,"WATTENBERG
90750 ",ADAMS 
"12/20/2016
01/05/2017","WARD PETROLEUM CORPORATION
10359 ","Andrea Gross 
(303) 942-0506 ","06/23/2017
05-001-09833-00",DR ,"Todd Creek Farms
14-4-2HN ",NIOBRARA ,12416,SWNW 14 1S 67W,1601 FNL 347 FWL,"WATTENBERG
90750 ",ADAMS 
"12/06/2016
01/06/2017","ANADARKO E&P ONSHORE LLC
2800 ","TEENA PAULO 
(720) 929-6236 ","06/23/2017
05-123-40765-00",DR ,"RESOLUTION
11-64-3-34CH ",CODELL ,17186,SESE 3 11N 64W,670 FSL 839 FEL,"WILDCAT
99999 ",WELD 
"12/06/2016
01/06/2017","ANADARKO E&P ONSHORE LLC
2800 ","TEENA PAULO 
(720) 929-6236 ","06/23/2017
05-123-40762-00",DR ,"RESOLUTION FED
12-64-19-30CH ",CODELL ,18871,Lot 1 19 12N 64W,671 FNL 848 FWL,"WILDCAT
99999 ",WELD 
"12/06/2016
01/06/2017","ANADARKO E&P ONSHORE LLC
2800 ","TEENA PAULO 
(720) 929-9236 ","06/23/2017
05-123-40758-00",DR ,"RESOLUTION
12-65-27-27CH ",CODELL ,13226,SWSW 27 12N 65W,742 FSL 680 FWL,"WILDCAT
99999 ",WELD 
"12/06/2016
01/06/2017","ANADARKO E&P ONSHORE LLC
2800 ","TEENA PAULO 
(720) 929-6236 ","06/23/2017
05-123-40766-00",DR ,"RESOLUTION
12-64-35-2CH ",CODELL ,17843,NWNW 35 12N 64W,756 FNL 707 FWL,"WILDCAT
99999 ",WELD 
"12/06/2016
01/06/2017","ANADARKO E&P ONSHORE LLC
2800 ","TEENA PAULO 
(720) 929-9236 ","06/23/2017
05-123-40760-00",DR ,"RESOLUTION
12-64-33-4CH ",CODELL ,16111,NENE 33 12N 64W,671 FNL 699 FEL,"WILDCAT
99999 ",WELD 
"12/06/2016
01/06/2017","ANADARKO E&P ONSHORE LLC
2800 ","TEENA PAULO 
(720) 929-9236 ","06/23/2017
05-123-40764-00",DR ,"RESOLUTION FED
12-65-35-2CH ",CODELL ,16935,NWNW 35 12N 65W,1266 FNL 801 FWL,"WILDCAT
99999 ",WELD 
"05/19/2017
05/22/2017","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Ashley Noonan 
(303) 398-0355 ","06/22/2017
05-123-35099-00",DR ,"Raindance FC
23-369HN ",NIOBRARA ,19958,NENE 30 6N 67W,791 FNL 261 FEL,"WATTENBERG
90750 ",WELD 
"05/19/2017
05/22/2017","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Ashley Noonan 
(303) 398-0355 ","06/22/2017
05-123-45007-00",DR ,"Raindance FC
26-369HC ",CODELL ,20538,NENE 30 6N 67W,929 FNL 316 FEL,"WATTENBERG
90750 ",WELD 
"05/19/2017
05/22/2017","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Ashley Noonan 
(303) 398-0355 ","06/22/2017
05-123-37004-00",DR ,"Raindance FC
26-032HC ",CODELL ,20492,NENE 30 6N 67W,837 FNL 280 FEL,"WATTENBERG
90750 ",WELD 
"05/19/2017
05/22/2017","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Ashley Noonan 
(303) 398-0355 ","06/22/2017
05-123-35100-00",DR ,"Raindance FC
23-369HC ",CODELL ,20130,NENE 30 6N 67W,800 FNL 265 FEL,"WATTENBERG
90750 ",WELD 
"11/30/2016
12/02/2016","BURLINGTON RESOURCES OIL & GAS LP
26580 ","Jennifer Dixon 
(701) 264-4041 ","06/22/2017
05-001-10073-00",DR ,"Big Sandy 3-65 36-31
2CH ",NIOBRARA ,15301,NESE 35 3S 65W,2585 FSL 465 FEL,"WILDCAT
99999 ",ADAMS 
"09/11/2015
09/15/2015","ANADARKO E&P ONSHORE LLC
2800 ","Shayelyn Marshall 
(720) 929-6907 ","06/22/2017
05-123-45004-00",DR ,"RESOLUTION FED
12-65-31-6-3NH ",NIOBRARA ,18454,NWNE 31 12N 65W,556 FNL 2640 FEL,"WILDCAT
99999 ",WELD 
"09/11/2015
09/15/2015","ANADARKO E&P ONSHORE LLC
2800 ","Shayelyn Marshall 
(720) 929-6907 ","06/22/2017
05-123-45003-00",DR ,"RESOLUTION FED
12-65-31-6-2NH ",NIOBRARA ,18648,NWNE 31 12N 65W,534 FNL 2660 FEL,"WILDCAT
99999 ",WELD 
"09/11/2015
09/15/2015","ANADARKO E&P ONSHORE LLC
2800 ","Shayelyn Marshall 
(720) 929-6907 ","06/22/2017
05-123-45006-00",DR ,"RESOLUTION FED
12-65-31-6-4NH ",NIOBRARA ,18368,NWNE 31 12N 65W,579 FNL 2621 FEL,"WILDCAT
99999 ",WELD 
"09/11/2015
09/15/2015","ANADARKO E&P ONSHORE LLC
2800 ","Shayelyn Marshall 
(720) 929-6907 ","06/22/2017
05-123-45005-00",DR ,"RESOLUTION FED
12-65-31-6NH ",NIOBRARA ,19001,NENW 31 12N 65W,511 FNL 2625 FWL,"WILDCAT
99999 ",WELD 
"09/11/2015
09/14/2015","ANADARKO E&P ONSHORE LLC
2800 ","Shayelyn Marshall 
(720) 929-6907 ","06/22/2017
05-123-45001-00",DR ,"RESOLUTION
12-65-31-6-6NH ",NIOBRARA ,18319,NWNE 31 12N 65W,330 FNL 1725 FEL,"WILDCAT
99999 ",WELD 
"09/11/2015
09/14/2015","ANADARKO E&P ONSHORE LLC
2800 ","Shayelyn Marshall 
(720) 929-6907 ","06/22/2017
05-123-45002-00",DR ,"RESOLUTION
12-65-31-6-7NH ",NIOBRARA ,18374,NWNE 31 12N 65W,330 FNL 1665 FEL,"WILDCAT
99999 ",WELD 
"04/13/2017
04/20/2017","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","06/22/2017
05-123-36943-00",DR ,"Kummer
LE23-615 ",NIOBRARA ,10717,SWSW 23 8N 61W,935 FSL 292 FWL,"WATTENBERG
90750 ",WELD 
"02/16/2017
02/26/2017","SG INTERESTS I LTD
77330 ","Tracy Arnett 
(970) 3850696 ","06/21/2017
05-051-06141-00",DR ,"Cow Skull 11-89-18
5 ",MANCOS ,12934,NESW 18 11s 89w,1962 FSL 1772 FWL,"BULL MOUNTAIN
7815 ",GUNNISON 
"06/20/2017
06/20/2017","BARRETT CORPORATION* BILL
10071 ","Matt Barber 
(303) 312-8188 ","06/20/2017
05-123-44714-01",DR ,"Peterson
5-63-30-0758B2 ",NIOBRARA ,16329,NENE 30 5N 63W,613 FNL 792 FEL,"WATTENBERG
90750 ",WELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23567-00",DR ,"CHEVRON
TR 311-28-597 ",ILES ,10088,SWNE 28 5S 97W,1762 FNL 2358 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23572-00",DR ,"CHEVRON
TR 411-28-597 ",WILLIAMS FORK ,10002,SWNE 28 5S 97W,1763 FNL 2368 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23569-00",DR ,"CHEVRON
TR 511-28-597 ",WILLIAMS FORK ,9971,SWNE 28 5S 97W,1769 FNL 2357 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23570-00",DR ,"CHEVRON
TR 12-28-597 ",ILES ,9925,SWNE 28 5S 97W,1770 FNL 2367 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23566-00",DR ,"CHEVRON
TR 13-28-597 ",WILLIAMS FORK ,9967,SWNE 28 5S 97W,1793 FNL 2365 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23560-00",DR ,"CHEVRON
TR 31-28-597 ",WILLIAMS FORK ,9712,SWNE 28 5S 97W,1748 FNL 2369 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23565-00",DR ,"CHEVRON
TR 531-28-597 ",ILES ,9578,SWNE 28 5S 97W,1754 FNL 2359 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23575-00",DR ,"CHEVRON
TR 532-28-597 ",WILLIAMS FORK ,9530,SWNE 28 5S 97W,1799 FNL 2355 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23564-00",DR ,"CHEVRON
TR 11-28-597 ",WILLIAMS FORK ,10169,SWNE 28 5S 97W,1755 FNL 2369 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23574-00",DR ,"CHEVRON
TR 312-28-597 ",WILLIAMS FORK ,9907,SWNE 28 5S 97W,1777 FNL 2357 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23563-00",DR ,"CHEVRON
TR 412-28-597 ",ILES ,9895,SWNE 28 5S 97W,1778 FNL 2367 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23560-00",DR ,"CHEVRON
TR 31-28-597 ",ILES ,9712,SWNE 28 5S 97W,1748 FNL 2369 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
"05/05/2017
05/15/2017","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","06/20/2017
05-045-23562-00",DR ,"CHEVRON
TR 432-28-597 ",WILLIAMS FORK ,9518,SWNE 28 5S 97W,1792 FNL 2355 FEL,"TRAIL RIDGE
83825 ",GARFIELD 
